episode,avg_reward
176,-9.711757848163218
177,-8.501950473989776
178,-9.356538568718843
179,-9.668945967318928
180,-9.15627630417731
181,-13.22436209989243
182,-8.557649649809388
183,-8.898052245566547
184,-9.498799862038787
185,-9.749331021785324
186,-8.991241627849883
187,-8.639045423338162
188,-9.649952274237158
189,-9.621208123772966
190,-10.37492249286704
191,-9.564682471124854
192,-9.123978369178365
193,-9.158636792761522
194,-10.967842711883181
195,-10.273085258186748
196,-15.25549253004756
197,-12.51492701142607
198,-12.749238582527651
199,-11.444201204094574
200,-14.047962747223544
201,-20.98236220047361
202,-20.03757140884607
203,-24.08216128169359
204,-15.937685047793643
205,-16.03959797167428
206,-13.744187082781094
207,-11.27505570470052
208,-11.650661721568154
209,-11.505100016110603
210,-13.165495731537096
211,-10.581691738478828
212,-12.819190816073144
213,-12.926234584090809
214,-13.076491654460316
215,-11.244363503961392
216,-11.219765058428784
217,-9.825009757920002
218,-12.499545125670501
219,-10.214460398701956
220,-10.166453318251973
221,-12.045695917251857
222,-15.061422144659787
223,-13.859163628522335
224,-13.03672989665245
225,-11.162175954375607
226,-16.63427707087759
227,-15.311147656985742
228,-12.11709507807974
229,-11.046941092835798
230,-13.03565392405795
231,-10.2894274370511
232,-11.844032739875802
233,-12.09742973647977
234,-11.293226404375755
235,-12.036271329716921
236,-11.211700055967267
237,-9.847251334884689
238,-9.34363742976132
239,-9.035078272208676
240,-9.095034318898872
241,-7.720764777489168
242,-8.69017715538026
243,-8.884439411852737
244,-8.977408671579278
245,-8.897525151963881
246,-10.226885677469596
247,-10.073996244746
248,-12.201840967744845
249,-9.112106407845962
250,-11.90636195257573
251,-12.980580361611262
252,-11.841040630768115
253,-14.895285559067474
254,-14.251314702034046
255,-12.724529456691341
256,-11.644855179298704
257,-15.064772193901065
258,-10.709714544635448
259,-10.738424982369793
260,-8.734081239228427
261,-8.812646386899631
262,-10.417437817885164
263,-9.721455168566107
264,-10.490680118715614
265,-11.075326187494003
266,-11.004415253396026
267,-10.310173175701333
268,-9.844736621151986
269,-9.627468688382015
270,-11.423517439746018
271,-11.74452330333959
272,-16.68776716876263
273,-12.940664974194199
274,-10.838046635575335
275,-12.000346564095953
276,-11.104767097629708
277,-14.719069772645845
278,-13.91946996196483
279,-12.673510089892753
280,-15.290623768529281
281,-21.20580639621408
282,-16.816824530295023
283,-19.75482528140888
284,-16.907896423591367
285,-15.011664561208859
286,-13.239723990392777
287,-12.94478722549901
288,-13.37413903895809
289,-14.540704635605888
290,-13.672506043120586
291,-12.907498743123435
292,-9.937637199966773
293,-10.752916158662709
294,-11.142869590792357
295,-25.78921585032049
296,-17.70899671127971
297,-16.103655552433885
298,-15.65303341551127
299,-15.984482056314777
300,-16.860405757115114
301,-17.906000159705194
302,-16.009505829338313
303,-13.793710080606331
304,-10.545965752865516
305,-9.417651964051844
306,-9.97649181208483
307,-9.37333619701575
308,-8.298924363287208
309,-9.557763379585
310,-8.375626960238447
311,-8.366478663505783
312,-10.04777658764046
313,-9.920681193118607
314,-9.54675731449008
315,-9.769990172490639
316,-10.314994862831018
317,-8.491591632799762
318,-8.263424438910056
319,-7.488234841234318
320,-10.1848518825164
321,-8.48828961127344
322,-9.487457796993382
323,-10.482022031297968
324,-10.939774854670947
325,-11.05953450373427
326,-9.480190705581377
327,-10.644986166792336
328,-9.522590925031414
329,-9.345809683882626
330,-8.878925183176541
331,-10.740232283381019
332,-9.314869796459005
333,-8.458777153509242
334,-9.011302921398666
335,-9.3384241425738
336,-10.990854837727952
337,-10.000291304758516
338,-10.722825060865256
339,-9.161046255084269
340,-8.882570786836341
341,-8.944607536648045
342,-9.431675519115252
343,-8.604176663436856
344,-9.255713355587941
345,-9.55110756584044
346,-10.377101747983572
347,-11.35640567946466
348,-9.756008182660851
349,-10.449137252116474
350,-9.512202365263509
351,-11.110494135101879
352,-9.887377525383354
353,-10.102456234697113
354,-9.587582644722096
355,-10.156184646174337
356,-11.528450709708189
357,-10.819744578139892
358,-9.81894618920254
359,-10.937940065225753
360,-7.85696638660204
361,-9.472979254747761
362,-9.41839899734227
363,-10.263747331059246
364,-11.364868688601252
365,-10.915411809862118
366,-10.603021991938249
367,-8.203791876532154
368,-9.159126624842012
369,-11.728652300828378
370,-11.058163336042705
371,-10.452081467426806
372,-8.755311612963885
373,-10.320804717309285
374,-10.295784113372052
375,-12.513688913879509
376,-12.218553844455679
377,-11.736329752452894
378,-10.389365936196787
379,-10.95253927519956
380,-10.272352995906596
381,-10.687300528311674
382,-9.78965868752779
383,-9.677841640763273
384,-10.469929566230027
385,-9.743268505092953
386,-9.452761890084222
387,-7.380278106851981
388,-11.79873937180376
389,-10.160443545873026
390,-11.66457942874614
391,-12.656656427358536
392,-13.66231123473934
393,-13.9125072254381
394,-9.812728410685267
395,-8.765980501180005
396,-11.804946796604096
397,-8.946595301150507
398,-10.1788856028885
399,-9.694856072949946
400,-10.331867008875012
401,-10.093018341191751
402,-10.700599871166613
403,-11.06488906661481
404,-9.81260375926563
405,-10.026766421801357
406,-10.526260388298391
407,-9.922218367279868
408,-8.700907051836355
409,-9.95435393087397
410,-11.880475408917562
411,-10.937705892482136
412,-11.506972330270175
413,-11.238665063168447
414,-9.70323256209214
415,-10.872877826111669
416,-12.392305406030248
417,-11.597265134403504
418,-10.352086397584225
419,-12.152659189743268
420,-13.221942081357913
421,-12.777663116379722
422,-12.29322715695758
423,-12.146759189165257
424,-14.336581841228327
425,-12.168382977367362
426,-11.932969742443223
427,-11.148244182142022
428,-11.110656603664552
429,-11.176248625483444
430,-13.181818322225732
431,-9.728325126410798
432,-11.114415826260519
433,-11.10105647275863
434,-11.488776130705123
435,-12.959445988819962
436,-10.798549963419152
437,-11.743441496099468
438,-11.449895755158927
439,-10.47653497693127
440,-10.403215738958478
441,-11.645108602034913
442,-10.587425897273041
443,-9.155899057572912
444,-10.356943939878862
445,-8.965537237971734
446,-8.761404436134772
447,-8.983655651292397
448,-24.10752364449965
449,-52.551774340842364
450,-14.479558313230168
451,-9.6091794099214
452,-15.459132249311493
453,-9.036725316763118
454,-11.623433989873721
455,-10.120425485601798
456,-10.685772520893838
457,-16.55662279326261
458,-15.689150905319124
459,-16.156134894872956
460,-15.927728966196938
461,-16.428861210819665
462,-14.30287245070293
463,-16.26443277407753
464,-15.666447523845925
465,-14.192364925014227
466,-16.34778243313892
467,-15.535878995018013
468,-16.731715449063145
469,-12.551380368462773
470,-14.051647736486506
471,-13.183714867679846
472,-14.327117040240104
473,-13.867817908974054
474,-13.56726474058157
475,-13.89361635595455
476,-14.124712153126636
477,-13.583329764417424
478,-13.396924323009838
479,-15.098210829764055
480,-15.567710428872749
481,-16.309333241818905
482,-14.322581427152867
483,-14.835739517144203
484,-14.77295369195327
485,-15.911543954770487
486,-15.247937344867836
487,-16.32844157310835
488,-17.54629906774554
489,-13.926866237666951
490,-13.400193089550735
491,-13.646173428279889
492,-14.77054875070019
493,-16.126720421498224
494,-15.838913278049557
495,-18.797026973172372
496,-17.846885620311266
497,-17.422399306506588
498,-15.755334390127565
499,-15.28510596189985
500,-17.44345170952509
501,-16.879721418372228
502,-18.196074405391077
503,-16.184930570634144
504,-16.5280324858559
505,-14.722724321945124
506,-15.112175636056138
507,-15.721545011819458
508,-14.947415535830212
509,-15.418516071323817
510,-15.873826171662772
511,-15.674825552679104
512,-15.025606768863039
513,-15.576777336585279
514,-15.878841936797745
515,-14.363518049212972
516,-13.666909068745833
517,-14.99820112745919
518,-13.36680195090843
519,-12.608541518285858
520,-12.46595422009166
521,-12.908335415920845
522,-13.060943470414287
523,-13.206319875974483
524,-12.666498106436187
525,-12.174950711474258
526,-13.660504267630364
527,-12.222655651110726
528,-13.00884776510589
529,-12.570741646935279
530,-12.906577483587382
531,-12.170548615899593
532,-11.88178691193269
533,-12.164112982849774
534,-10.564113459744826
535,-12.164057105719179
536,-12.57443082879005
537,-12.362137676589459
538,-11.910115668267077
539,-11.702008678952135
540,-11.055649666635167
541,-9.237475250125732
542,-10.223569535576988
543,-10.616208909478278
544,-9.562918846625081
545,-10.799132638946903
546,-8.545169186118502
547,-9.43959789572393
548,-6.91477490828136
549,-7.67005639504059
550,-6.970415893206028
551,-8.145291703935081
552,-8.505898975198015
553,-7.430899181376903
554,-8.266770714293022
555,-10.63467513091674
556,-9.8419305826621
557,-9.189480736367726
558,-9.55422388028474
559,-6.586204891538606
560,-6.6192556964522105
561,-7.240067889049914
562,-8.755686232242004
563,-7.587622134000971
564,-11.75188058889436
565,-9.51507776256475
566,-11.116309415435914
567,-9.849810775939313
568,-6.271337982676934
569,-10.825022912867714
570,-8.397396567289675
571,-10.50037759970422
572,-9.951898854816575
573,-10.695435524929506
574,-9.239246583389525
575,-8.785284565429462
576,-10.323479191891039
577,-6.332646371529068
578,-8.124886983946675
579,-9.22318186885444
580,-13.557049089480014
581,-10.431207343519159
582,-10.067388016889002
583,-11.388921633958942
584,-8.850253322014048
585,-9.939120514058336
586,-9.062139101004906
587,-8.648779388687394
588,-8.679587323324148
589,-11.616326896120345
590,-8.168796383788354
591,-8.481115370836795
592,-10.542879887123785
593,-8.300199634212298
594,-16.642336838049154
595,-10.93388434527997
596,-8.324157716336172
597,-9.950689894947548
598,-8.704230716754594
599,-10.759125775033928
600,-10.710664971729942
601,-10.491912657941183
602,-9.834824479894186
603,-7.951721635407815
604,-9.656729902540892
605,-10.978852888943745
606,-8.02219831942426
607,-8.54667363276249
608,-8.6563505677427
609,-10.035500823620284
610,-9.677629709100156
611,-9.84179310008557
612,-8.877253231036503
613,-19.375871516367532
614,-8.128340824570161
615,-10.237103590533549
616,-7.160879874190895
617,-9.752383690439158
618,-8.79067770311446
619,-7.2917584772370505
620,-6.745040001565505
621,-9.277545152172246
622,-8.22371021303199
623,-8.481495883353762
624,-7.529574596752996
625,-8.709380147422923
626,-8.100454117793754
627,-7.25693714274809
628,-7.612823451703706
629,-7.138590300118467
630,-7.027870786994718
631,-7.737090906275222
632,-7.726432702961225
633,-7.877408617971326
634,-8.283674853271757
635,-8.513255539875622
