episode,avg_reward
135,-4.437188874694925
136,-3.83649368891958
137,-4.192685823582873
138,-5.083492280437434
139,-5.5432815347187425
140,-5.5341105659614565
141,-3.645410477359232
142,-2.404057558248777
143,-1.9934668180254322
144,-4.030880140882676
145,-2.600512634711101
146,-5.553133302036605
147,-5.778687673463145
148,-4.994106324193972
149,-5.874206978629516
150,-5.158793358520044
151,-6.45249558182042
152,-5.691631127894996
153,-5.152351786927771
154,-5.155713152551947
155,-4.899737351915138
156,-4.750602718576631
157,-1.8326174827323403
158,-1.5245594233691486
159,-4.003110416924303
160,-3.7441218528548017
161,-3.348943927566017
162,-2.4243861358715035
163,-3.893956325856905
164,-2.7296536571386727
165,-4.804114593661509
166,-4.65543024357601
167,-5.092220476117694
168,-4.9141248986954675
169,-4.922635094626628
170,-4.578133044108018
171,-4.348508236720122
172,-5.321500695331891
173,-5.927876396789932
174,-5.08141140099124
175,-4.276744295386641
176,-4.087485530558866
177,-4.347563345907616
178,-4.554598322636884
179,-2.9177039959359488
180,-1.7009199194229068
181,-1.7652531477996858
182,-3.1328194259119013
183,-1.4913944213527754
184,-3.9062549907418873
185,-3.1801217003165814
186,-2.473037325375605
187,-4.362286177662712
188,-4.954231631157416
189,-5.9575749402469595
190,-6.246471655087283
191,-6.11833916499999
192,-5.9899976249023545
193,-5.594165236156774
194,-5.051970526083742
195,-4.936669650090612
196,-1.5341118204967357
197,-1.4640734455096744
198,-4.339794338190275
199,-2.4804881284819618
200,-2.5169714581187854
201,-1.9828206915435502
202,-4.369357592222837
203,-4.839003307751368
204,-4.2160639865541025
205,-4.448752866538012
206,-4.050779108788127
207,-4.168602331842951
208,-4.64656476087843
209,-4.1058125372537395
210,-4.377081638568086
211,-4.112105806688954
212,-3.313515028884305
213,-2.987388325992709
214,-3.8174807727461495
215,-3.1349950887060727
216,-5.370129319650619
217,-5.1589666289440315
218,-5.713958167969389
219,-5.344931640596159
220,-5.133386768755894
221,-5.073916679068867
222,-1.4391931882131996
223,-2.3278603832567812
224,-2.310441569718259
225,-3.979047458345642
226,-1.2320085376435665
227,-0.6061856036526971
228,-0.9116214841479998
229,-4.165360714574966
230,-5.635091060639732
231,-7.671622977711555
232,-3.2644747010155863
233,-3.575173980906952
234,-1.5299929598109456
235,-1.4788179003171367
236,-4.144292977145433
237,-1.1734162463988722
238,-1.495107660504273
239,-0.9029417143329499
240,-1.0849271785263859
241,-1.8537358289934684
242,-1.8814999311758536
243,-4.75202636777523
244,-4.923462316999298
245,-1.8779866478945202
246,-0.9377391706701198
247,-1.4913214391193756
248,-0.738921837128851
249,-1.7365268803959588
250,-0.770662612711856
251,-1.0730970712490902
252,-1.6337915309980944
253,-1.7907417016135838
254,-1.977433226676659
255,-4.266067196434469
256,-4.789091081364522
257,-4.532035543251182
258,-2.090494832778617
259,-4.034348636843824
260,-3.3105750395042266
261,-4.222532226563919
262,-4.788248101587522
263,-4.468237109434306
264,-4.533943254808758
265,-5.581731737711518
266,-5.420046954059364
267,-4.8621252239266
268,-4.475165386966655
269,-5.1610728016025105
270,-4.902759511251104
271,-3.550310700451765
272,-3.8225249253348608
273,-3.8822694785885585
274,-3.6692026740834383
275,-3.503707677463485
276,-2.524833959525432
277,-0.28318493576919684
278,-0.7792438608563521
279,-1.1831808290125179
280,-3.2746578385472596
281,-1.2533652818169556
282,-2.795007819897123
283,-1.7575265692161073
284,-3.6562266135375303
285,-3.5701480205345426
286,-2.938043369062876
287,-0.2808288706215581
288,-3.6065930288940837
289,-0.5609863820259141
290,-3.4323133137944097
291,-3.3430539583300445
292,-2.8796328883229156
293,-1.1266798030569511
294,-2.03428675926585
295,-2.7272578837406622
296,-1.9472242997781408
297,-0.7277967231905986
298,-2.8058465817376677
299,-2.822705060581469
300,-2.9592108722197703
301,-3.5854409426867124
302,-3.768683674604325
303,-2.7270305630556497
304,-2.553649715991134
305,-0.9173460734343861
306,-2.649120380179008
307,-1.3617026489027861
308,-0.33663709268663444
309,-1.6927789870846166
310,-0.4907769589296682
311,-2.573539710204683
312,-0.9359358580297649
313,-1.5616625943687545
314,-2.2295046034011086
315,-3.466483884286823
316,-3.0649802508622934
317,-2.467926660877764
318,-4.2591700405957384
319,-1.0672439400352476
320,-2.8665927220485123
321,-0.7350203929433939
322,-1.0863837762435558
323,-3.483615981254667
324,-2.492201657375283
325,-4.205033775908891
326,-2.824681936647592
327,-0.9185337983269845
328,-0.32567405679574446
329,-0.491812148270142
330,-2.959054079211507
331,-1.9305791633623968
332,-0.5602968680578927
333,-0.3299560132571872
334,-0.5029251681942309
335,-0.08314470732841985
336,-0.15711204196151882
337,-0.576561908647305
338,-0.38240711416904816
339,-4.606316480825286
340,-0.9550858841573204
341,-3.93101119363853
342,-0.7916680660750844
343,-1.643021745090396
344,-1.0703372163685958
345,-1.8317455757847818
346,-2.456480435831836
347,-3.4965532808011055
348,-2.942703211598592
349,-5.738638958857617
350,-5.0880897432242715
351,-5.584686739749572
352,-4.824046726446812
353,-4.618426672919747
354,-5.6819987661931215
355,-4.937028102441598
356,-3.819078923309415
357,-4.125965015594484
358,-4.16501778388955
359,-5.136060217609815
360,-5.692340210714439
361,-6.150766605764446
362,-5.131672714241392
363,-4.085786579347997
364,-5.348679914392043
365,-4.205740156753775
366,-4.650939021507131
367,-2.1200405252127448
368,-2.8283993079629868
369,-3.9740294263120535
370,-1.3479787003537698
371,-3.3058758381484696
372,-2.8021153194415764
373,-4.161306892198746
374,-3.2277805421296644
375,-4.471992920778898
376,-4.895314616371544
377,-5.149993802846927
378,-4.8847971989515315
379,-3.7391296049372693
380,-4.553704558474402
381,-5.084188200905198
382,-4.285973294768493
383,-4.544279768398394
384,-4.205307852443403
385,-3.595086783190659
386,-4.585607679977037
387,-4.821089151621185
388,-4.809279872809391
389,-4.405056744271892
390,-4.407440325493591
391,-2.8772095676299636
392,-4.020059616226446
393,-3.624473702528159
394,-4.056797349783151
395,-4.309764109696642
396,-2.2319068420194723
397,-3.5891723780160616
398,-3.224778112622998
399,-3.514911046312066
400,-3.374433879441363
401,-0.06098550152223347
402,-2.0770104278570853
403,-0.29516922456999267
404,-3.7734261055371743
405,-2.9865838952583346
406,-2.2616416700752566
407,-3.5554260158769897
408,-0.7859035439665416
409,-2.6847791275568285
410,-2.694108056762198
411,-4.34068993640291
412,-3.819463287931527
413,-3.987594458101617
414,-3.1790921573860693
415,-0.43054312136173867
416,-0.6796793549995479
417,-0.504285350534864
418,-0.480827635582224
419,-3.7307112269576748
420,-0.9236609317697502
421,-0.8681471151652698
422,-3.547143028197739
423,-4.459861344917301
424,-0.5210058058827732
425,-0.736513119101769
426,-3.0608193351899957
427,-0.6100076983049016
428,-4.303303156159963
429,-0.6616106458246838
430,-2.1358937195729215
431,-0.7362424432295931
432,-0.289446024616384
433,-6.234529370366469
434,-5.636990171676692
435,-5.770108375677169
436,-4.772622784634163
437,-5.54827185014885
438,-4.418122428653038
439,-4.47651934611689
440,-4.832252072162365
441,-4.7384278185591215
442,-5.267251102110131
443,-4.833248267969188
444,-5.48585610956016
445,-4.5864860183328595
446,-6.17884592855138
447,-5.786777337949836
448,-5.529633052938292
449,-6.2161775579839365
450,-5.694846175401349
451,-4.861115753653788
452,-5.555936349824955
453,-5.585893836672728
454,-4.238589739614525
455,-5.668527348949681
456,-4.516517681873669
457,-5.345567046214339
458,-5.973548433495155
459,-5.541213036420095
460,-4.970160003582453
461,-5.854932743252618
462,-4.572561739534469
463,-4.5756713051157
464,-4.082920883714256
465,-4.476517126309938
466,-5.639658107565839
467,-5.976069064550901
468,-5.985614172756055
469,-5.886519279126476
470,-4.323496169899949
471,-2.838251966951767
472,-4.022803268981348
473,-5.681083859602983
474,-6.2558270132415466
475,-5.819403035571966
476,-5.750393612778685
477,-5.663431944277337
478,-4.919083513219126
479,-4.425583436234305
480,-4.732183792711812
481,-4.190550241935563
482,-4.953756013470701
483,-4.70841362445431
484,-4.054386156095841
485,-4.827018292598337
486,-4.504380136215951
487,-5.250599330933948
488,-4.659217445732064
489,-4.56010600027171
490,-4.557915533391187
491,-3.641129944030675
492,-4.099338767493335
493,-4.707595946316818
494,-3.775674289636869
495,-4.8604183516044115
496,-3.7495689690854683
497,-3.3487869007641686
498,-4.5246449461137095
499,-0.8725964352761797
500,-4.171151307347314
501,-2.743382444294129
502,-3.705850481574842
503,-4.3787379899279495
504,-5.147934505718557
505,-5.607351542415197
506,-3.4939434094968935
507,-3.031242691913597
508,-3.4905025798850757
509,-0.5675052193224461
510,-3.5373571457048185
511,-2.262014730873771
512,-1.2284095865335674
513,-2.490809477485852
514,-2.422017225546505
515,-2.654848053300244
516,-3.777813526020402
517,-2.297947774303667
518,-0.5997438501434711
519,-0.7088574401725286
520,-0.3839379163601426
521,-0.7731221898922047
522,-0.4616521785290527
523,-0.6398997114086106
524,-0.46537930596428817
525,-0.13437732288655702
526,-1.39605356145075
527,-1.1006385933308378
528,-0.9618595192757257
529,-0.9795896914151405
530,-0.9974995536754632
531,-1.3994411055303941
532,-0.16114106579192897
533,-0.20645884411190982
534,-1.8006114092730632
535,-1.424772796965757
536,-0.39766567460770824
537,-0.7700251914795475
538,-0.2979087185158167
539,-0.5938314855535383
540,-1.4907036450695226
541,-1.5106485293753407
542,-2.8526476943161794
543,-0.8743942672361686
544,-0.9350805566475435
545,-1.3557578839654656
546,-0.26985808913803566
547,-0.8967737435518933
548,-1.211155057383068
549,-0.1770337644889458
550,-1.043185080436344
551,-1.2133706190970823
552,-1.504404463068759
553,-0.4024584779697303
554,-0.5117196036417638
555,-0.552771375245362
556,-0.5501137091766368
557,-1.1464395178631221
558,-0.6487799854181695
559,-0.5996733043022672
560,-0.9321024337256016
561,-0.8849069514433042
562,-0.9608075495042447
563,-0.7946045358613083
564,-1.2857960690667116
565,-1.2900274720882674
566,-1.048461773452993
567,-0.9355997931982306
568,-0.5786484910178122
569,-0.8314513616673609
570,-0.7356884672667112
571,-0.4512909488547553
572,-1.2935274758269728
573,-0.3832412049468225
574,-0.24410678212204343
575,-0.6707330005550279
576,-1.6894319465488474
577,-2.392990580183526
578,-1.716666226177639
579,-0.3262613676784504
580,-0.1130436885969281
581,-0.985160098710749
582,-0.8123964653708459
583,-0.4773190953200227
584,-1.545264420310096
585,-0.8142508712719386
586,-0.5094214503837218
587,-0.7646996292078068
588,-0.1817522213960212
589,-0.31550151406721094
590,-0.3180267760117044
591,-0.2977522322691202
592,-0.6641147329218828
593,-0.9734003910142711
594,-0.6519967732400707
595,-1.2811265887362528
596,-0.2812472734305833
597,-0.6484240947176593
598,-0.4542469405227316
599,-0.0955567242362654
600,-0.47997143792983155
601,-1.645997858861167
602,-0.7746793237071421
603,-0.718629849006056
604,-1.4686012772410413
605,-0.6178095396630723
606,-0.31207957452617807
607,-1.1201204662416335
608,-0.9852979842904553
609,-0.8850987403866936
610,-1.2151269975442325
611,-1.261497769772735
612,-0.8445018676089473
613,-0.6890526170544017
614,-0.8430554503190377
615,-0.24548762586723616
616,-0.16394854301266532
617,-0.3019168057174884
618,-0.21270157936835923
619,-0.7894393456053851
